manufacturer,type,size,year,condition,fuel,odometer,transmission,drive,cylinders,paint_color,price
ford,truck,full-size,2018,excellent,gas,50259,automatic,4wd,8 cylinders,black,43985
chevrolet,truck,full-size,2019,like new,gas,7700,automatic,4wd,8 cylinders,white,43988
chevrolet,truck,full-size,2019,like new,gas,7700,automatic,4wd,8 cylinders,white,43988
chevrolet,truck,full-size,2019,like new,gas,7700,automatic,4wd,8 cylinders,white,43988
chevrolet,truck,full-size,2019,like new,gas,7700,automatic,4wd,8 cylinders,white,43988
chevrolet,truck,full-size,2018,like new,gas,17592,automatic,4wd,8 cylinders,red,43988
chevrolet,truck,full-size,2018,like new,gas,17592,automatic,4wd,8 cylinders,red,43988
chevrolet,truck,full-size,2018,like new,gas,17592,automatic,4wd,8 cylinders,red,43988
ford,truck,full-size,2019,good,diesel,6208,automatic,4wd,8 cylinders,white,43990
ford,coupe,full-size,2010,like new,gas,5354,automatic,rwd,8 cylinders,black,43995
toyota,pickup,mid-size,2019,like new,gas,6578,automatic,4wd,6 cylinders,white,43995
gmc,truck,full-size,2019,like new,gas,10231,automatic,4wd,8 cylinders,brown,43995
jeep,offroad,mid-size,2019,like new,gas,31517,automatic,4wd,6 cylinders,red,43995
infiniti,SUV,full-size,2018,good,gas,32658,automatic,rwd,8 cylinders,grey,43995
ram,truck,full-size,2017,good,diesel,140237,automatic,4wd,6 cylinders,black,43995
ram,truck,full-size,2017,good,diesel,140237,automatic,4wd,6 cylinders,black,43995
ford,pickup,full-size,2017,like new,gas,54675,automatic,4wd,6 cylinders,blue,43999
rover,SUV,full-size,2015,excellent,gas,61678,automatic,4wd,8 cylinders,black,43999
chevrolet,SUV,full-size,2016,like new,gas,69000,automatic,4wd,8 cylinders,black,43999
chevrolet,SUV,full-size,2016,like new,gas,69000,automatic,4wd,8 cylinders,black,43999
nissan,coupe,compact,2020,new,gas,3000,manual,rwd,6 cylinders,white,44000
nissan,SUV,full-size,2018,excellent,gas,21400,automatic,4wd,8 cylinders,grey,44000
ford,pickup,full-size,2017,excellent,gas,32000,automatic,4wd,8 cylinders,blue,44000
cadillac,coupe,sub-compact,2014,excellent,gas,39219,automatic,rwd,8 cylinders,white,44000
chevrolet,SUV,sub-compact,2017,like new,gas,43000,automatic,4wd,8 cylinders,grey,44000
chevrolet,SUV,sub-compact,2017,like new,gas,43081,automatic,4wd,8 cylinders,grey,44000
ford,pickup,full-size,2017,excellent,gas,43636,automatic,4wd,8 cylinders,black,44000
rover,SUV,full-size,2017,excellent,diesel,34520,automatic,4wd,6 cylinders,white,44400
ford,truck,mid-size,2018,excellent,gas,26075,automatic,4wd,6 cylinders,blue,44488
rover,SUV,full-size,2015,like new,gas,49700,automatic,4wd,6 cylinders,black,44490
jeep,SUV,mid-size,2020,like new,gas,1317,automatic,4wd,4 cylinders,green,44500
jeep,SUV,full-size,2018,like new,gas,18794,automatic,4wd,6 cylinders,white,44500
dodge,sedan,full-size,2017,like new,gas,19000,automatic,rwd,8 cylinders,green,44500
dodge,sedan,full-size,2017,like new,gas,19000,automatic,rwd,8 cylinders,green,44500
dodge,sedan,full-size,2017,like new,gas,19000,automatic,rwd,8 cylinders,green,44500
dodge,sedan,full-size,2017,like new,gas,19000,automatic,rwd,8 cylinders,green,44500
ford,truck,full-size,2018,like new,gas,30268,automatic,4wd,6 cylinders,blue,44500
ford,pickup,full-size,2016,excellent,diesel,71000,automatic,4wd,8 cylinders,red,44500
infiniti,SUV,full-size,2017,good,gas,45302,automatic,4wd,8 cylinders,grey,44800
infiniti,SUV,full-size,2017,good,gas,45302,automatic,4wd,8 cylinders,grey,44800
infiniti,SUV,full-size,2017,good,gas,45302,automatic,4wd,8 cylinders,grey,44800
gmc,truck,full-size,2016,excellent,diesel,153000,automatic,4wd,8 cylinders,white,44800
ford,pickup,full-size,2020,new,gas,105000,automatic,4wd,6 cylinders,white,44835
chevrolet,truck,full-size,2019,excellent,gas,4644,automatic,rwd,8 cylinders,black,44900
ford,pickup,full-size,2017,excellent,diesel,12935,automatic,4wd,8 cylinders,white,44900
ford,pickup,full-size,2017,excellent,diesel,12935,automatic,4wd,8 cylinders,white,44900
ford,pickup,full-size,2017,excellent,diesel,12935,automatic,4wd,8 cylinders,white,44900
jeep,SUV,mid-size,2018,like new,gas,23500,automatic,4wd,6 cylinders,grey,44900
ford,SUV,full-size,2019,excellent,gas,32246,automatic,rwd,6 cylinders,silver,44900
ford,truck,full-size,2017,excellent,diesel,34227,automatic,4wd,8 cylinders,red,44900
ford,truck,full-size,2017,excellent,diesel,34227,automatic,4wd,8 cylinders,red,44900
ford,truck,full-size,2017,excellent,diesel,34227,automatic,4wd,8 cylinders,red,44900
ram,pickup,full-size,2018,excellent,diesel,50841,automatic,4wd,6 cylinders,white,44900
ram,pickup,full-size,2018,excellent,diesel,50841,automatic,4wd,6 cylinders,white,44900
ram,pickup,full-size,2018,excellent,diesel,50841,automatic,4wd,6 cylinders,white,44900
ram,pickup,full-size,2019,excellent,diesel,53401,automatic,4wd,6 cylinders,silver,44900
nissan,truck,full-size,2012,good,diesel,80632,automatic,rwd,6 cylinders,white,44900
ford,truck,full-size,2016,good,diesel,94351,automatic,4wd,8 cylinders,white,44950
ram,truck,full-size,2017,excellent,diesel,134672,automatic,4wd,6 cylinders,silver,44950
jeep,SUV,mid-size,2020,like new,gas,7811,automatic,4wd,4 cylinders,black,44990
gmc,truck,full-size,2018,good,gas,18206,automatic,4wd,8 cylinders,white,44990
chevrolet,pickup,full-size,2019,excellent,gas,10420,automatic,4wd,8 cylinders,blue,44995
chevrolet,pickup,full-size,2019,excellent,gas,10420,automatic,4wd,8 cylinders,blue,44995
chevrolet,pickup,full-size,2020,excellent,gas,14361,automatic,4wd,8 cylinders,black,44995
chevrolet,pickup,full-size,2020,excellent,gas,14361,automatic,4wd,8 cylinders,black,44995
chevrolet,pickup,full-size,2020,excellent,gas,14361,automatic,4wd,8 cylinders,black,44995
chevrolet,pickup,full-size,2020,excellent,gas,14361,automatic,4wd,8 cylinders,black,44995
chevrolet,pickup,full-size,2020,excellent,gas,14361,automatic,4wd,8 cylinders,black,44995
toyota,SUV,full-size,2019,excellent,gas,15125,automatic,4wd,6 cylinders,blue,44995
gmc,pickup,full-size,2018,like new,gas,24271,automatic,4wd,8 cylinders,white,44995
ford,pickup,full-size,2019,like new,diesel,51000,automatic,4wd,8 cylinders,white,44995
ford,truck,full-size,2017,excellent,gas,67789,automatic,4wd,8 cylinders,grey,44995
ford,truck,full-size,2017,excellent,gas,67789,automatic,4wd,8 cylinders,grey,44995
ford,pickup,full-size,2019,excellent,diesel,86702,automatic,4wd,8 cylinders,white,44995
ford,pickup,full-size,2019,excellent,diesel,86702,automatic,4wd,8 cylinders,white,44995
ford,pickup,full-size,2019,excellent,diesel,86702,automatic,4wd,8 cylinders,white,44995
ford,pickup,full-size,2019,excellent,diesel,86702,automatic,4wd,8 cylinders,white,44995
ford,truck,full-size,2020,new,gas,4636,automatic,4wd,8 cylinders,blue,44999
ford,truck,full-size,2019,excellent,gas,26700,automatic,4wd,8 cylinders,black,44999
ford,pickup,full-size,2012,like new,diesel,88538,automatic,4wd,8 cylinders,black,44999
ram,van,full-size,2020,new,gas,6100,automatic,fwd,6 cylinders,red,45000
jeep,other,mid-size,2019,like new,gas,6800,automatic,4wd,6 cylinders,grey,45000
mercedes-benz,van,full-size,2018,like new,diesel,9358,automatic,rwd,6 cylinders,silver,45000
gmc,van,full-size,2019,like new,gas,10000,automatic,4wd,8 cylinders,grey,45000
ford,SUV,full-size,2017,like new,gas,17000,automatic,fwd,6 cylinders,red,45000
bmw,sedan,mid-size,2018,like new,gas,17200,automatic,4wd,6 cylinders,white,45000
bmw,SUV,full-size,2018,excellent,gas,20000,automatic,rwd,6 cylinders,white,45000
chevrolet,coupe,mid-size,2016,good,gas,20000,automatic,rwd,8 cylinders,grey,45000
ford,pickup,full-size,2018,excellent,gas,20000,automatic,4wd,6 cylinders,grey,45000
ram,pickup,full-size,2018,like new,gas,20700,automatic,4wd,8 cylinders,silver,45000
chevrolet,SUV,full-size,2016,like new,gas,24000,automatic,4wd,8 cylinders,green,45000
chevrolet,SUV,full-size,2016,like new,gas,24000,automatic,4wd,8 cylinders,green,45000
chevrolet,SUV,full-size,2016,new,gas,24000,automatic,4wd,8 cylinders,green,45000
toyota,truck,mid-size,2018,excellent,gas,25200,automatic,4wd,6 cylinders,blue,45000
toyota,truck,mid-size,2018,excellent,gas,32402,automatic,4wd,8 cylinders,grey,45000
ford,pickup,full-size,2017,excellent,gas,35956,automatic,4wd,8 cylinders,white,45000
dodge,truck,full-size,2018,excellent,gas,36000,automatic,4wd,8 cylinders,black,45000
gmc,truck,full-size,2018,excellent,gas,39000,automatic,4wd,8 cylinders,grey,45000
jeep,offroad,full-size,2015,like new,gas,65000,automatic,4wd,6 cylinders,white,45000
mercedes-benz,SUV,full-size,2007,excellent,gas,112881,automatic,4wd,8 cylinders,black,45000
volkswagen,sedan,mid-size,2010,good,gas,132000,automatic,fwd,4 cylinders,grey,45000
mercedes-benz,van,full-size,2015,good,diesel,163000,automatic,rwd,6 cylinders,grey,45000
ram,truck,full-size,2016,good,diesel,268000,automatic,4wd,6 cylinders,white,45000
ram,pickup,full-size,2017,excellent,diesel,43066,automatic,4wd,6 cylinders,blue,45250
rover,SUV,mid-size,2016,like new,gas,52443,automatic,4wd,8 cylinders,black,45300
toyota,SUV,full-size,2018,like new,gas,63001,automatic,4wd,8 cylinders,black,45400
chevrolet,truck,full-size,2019,new,gas,9281,automatic,4wd,8 cylinders,blue,45450
ram,pickup,full-size,2019,new,gas,6011,automatic,4wd,8 cylinders,blue,45500
chevrolet,SUV,full-size,2016,new,gas,20000,automatic,4wd,8 cylinders,white,45500
bmw,SUV,full-size,2018,excellent,gas,20000,automatic,4wd,6 cylinders,black,45750
ford,truck,mid-size,2020,excellent,gas,2697,automatic,4wd,6 cylinders,red,45900
ford,truck,full-size,2019,excellent,gas,14649,automatic,4wd,8 cylinders,white,45900
cadillac,convertible,mid-size,2008,good,gas,16956,automatic,fwd,8 cylinders,custom,45900
ford,truck,full-size,2018,excellent,diesel,165053,automatic,4wd,8 cylinders,black,45900
ford,truck,full-size,2018,excellent,diesel,165053,automatic,4wd,8 cylinders,black,45900
ford,truck,full-size,2018,excellent,diesel,165053,automatic,4wd,8 cylinders,black,45900
ford,truck,full-size,2018,excellent,diesel,165053,automatic,4wd,8 cylinders,black,45900
ford,truck,full-size,2018,excellent,diesel,165053,automatic,4wd,8 cylinders,black,45900
ford,truck,full-size,2018,excellent,diesel,165053,automatic,4wd,8 cylinders,black,45900
ford,truck,full-size,2018,excellent,diesel,165053,automatic,4wd,8 cylinders,black,45900
ford,truck,full-size,2018,excellent,diesel,165053,automatic,4wd,8 cylinders,black,45900
ford,truck,full-size,2018,excellent,diesel,77495,automatic,4wd,8 cylinders,white,45950
chevrolet,truck,full-size,2018,excellent,diesel,88857,automatic,4wd,8 cylinders,white,45950
chevrolet,truck,full-size,2016,excellent,diesel,76137,automatic,4wd,8 cylinders,red,45976
chevrolet,truck,full-size,2016,excellent,diesel,76137,automatic,4wd,8 cylinders,red,45976
nissan,truck,full-size,2019,like new,gas,13356,automatic,4wd,8 cylinders,red,45995
ram,truck,full-size,2018,excellent,diesel,126565,automatic,4wd,6 cylinders,white,45995
ram,truck,full-size,2018,excellent,diesel,126565,automatic,4wd,6 cylinders,white,45995
ram,truck,full-size,2018,excellent,diesel,126565,automatic,4wd,6 cylinders,white,45995
ram,truck,full-size,2018,excellent,diesel,126565,automatic,4wd,6 cylinders,white,45995
ram,truck,full-size,2018,excellent,diesel,126565,automatic,4wd,6 cylinders,white,45995
ram,truck,full-size,2015,excellent,diesel,140370,automatic,rwd,6 cylinders,red,45999
ford,pickup,full-size,2019,like new,gas,2549,automatic,4wd,8 cylinders,custom,46000
toyota,truck,full-size,2020,like new,gas,28000,automatic,4wd,8 cylinders,grey,46000
infiniti,SUV,full-size,2017,excellent,gas,30000,automatic,4wd,8 cylinders,black,46000
gmc,SUV,full-size,2019,like new,gas,43036,automatic,4wd,8 cylinders,white,46000
mercedes-benz,convertible,mid-size,2013,excellent,gas,61000,automatic,rwd,8 cylinders,black,46000
mercedes-benz,convertible,mid-size,2013,excellent,gas,61000,automatic,rwd,8 cylinders,black,46000
ford,SUV,full-size,2018,like new,gas,73200,automatic,4wd,10 cylinders,silver,46000
gmc,truck,full-size,2012,excellent,gas,97000,automatic,4wd,6 cylinders,grey,46000
bmw,SUV,compact,2020,excellent,gas,2080,automatic,4wd,4 cylinders,white,46124
ford,truck,full-size,2018,good,gas,11234,automatic,rwd,8 cylinders,white,46500
ford,truck,full-size,2018,good,gas,11234,automatic,rwd,8 cylinders,white,46500
volvo,SUV,mid-size,2019,excellent,gas,12914,automatic,4wd,4 cylinders,grey,46900
ford,other,full-size,2018,excellent,gas,24099,automatic,4wd,8 cylinders,red,46900
ford,other,full-size,2018,excellent,gas,24099,automatic,4wd,8 cylinders,red,46900
ford,other,full-size,2018,excellent,gas,24099,automatic,4wd,8 cylinders,red,46900
cadillac,SUV,full-size,2016,excellent,gas,49527,automatic,4wd,8 cylinders,black,46900
ford,truck,full-size,2012,excellent,diesel,199681,automatic,4wd,8 cylinders,white,46950
chevrolet,truck,full-size,2015,excellent,diesel,56607,automatic,4wd,8 cylinders,brown,46956
lexus,SUV,mid-size,2019,like new,gas,12805,automatic,4wd,6 cylinders,grey,46980
toyota,truck,mid-size,2019,like new,gas,5312,automatic,4wd,6 cylinders,blue,46982
ford,pickup,full-size,2016,good,diesel,76342,automatic,4wd,8 cylinders,red,46985
gmc,truck,full-size,2016,excellent,diesel,96236,automatic,4wd,8 cylinders,black,46990
ford,pickup,full-size,2020,like new,diesel,7000,automatic,4wd,8 cylinders,white,46995
chevrolet,SUV,full-size,2020,excellent,gas,23084,automatic,4wd,8 cylinders,black,46995
chevrolet,SUV,full-size,2020,excellent,gas,23084,automatic,4wd,8 cylinders,black,46995
chevrolet,SUV,full-size,2020,excellent,gas,23084,automatic,4wd,8 cylinders,black,46995
cadillac,SUV,full-size,2016,like new,gas,25000,automatic,rwd,8 cylinders,black,46995
ford,truck,full-size,2019,excellent,diesel,66673,automatic,4wd,8 cylinders,white,46995
ford,pickup,full-size,2019,excellent,diesel,73410,automatic,4wd,8 cylinders,white,46995
ford,pickup,full-size,2019,excellent,diesel,81870,automatic,4wd,8 cylinders,white,46995
ford,pickup,full-size,2019,excellent,diesel,81870,automatic,4wd,8 cylinders,white,46995
ram,pickup,full-size,2018,like new,diesel,34549,automatic,4wd,6 cylinders,white,46999
gmc,SUV,full-size,2018,good,gas,40352,automatic,4wd,8 cylinders,grey,46999
gmc,SUV,full-size,2018,good,gas,40352,automatic,4wd,8 cylinders,grey,46999
jeep,SUV,full-size,2019,like new,gas,15800,automatic,4wd,6 cylinders,blue,47000
ram,pickup,full-size,2019,excellent,gas,17900,automatic,fwd,8 cylinders,silver,47000
ford,truck,full-size,2019,excellent,gas,26000,automatic,4wd,6 cylinders,grey,47242
audi,SUV,mid-size,2018,excellent,gas,38442,automatic,4wd,6 cylinders,white,47250
ram,truck,full-size,2017,excellent,gas,19950,automatic,4wd,8 cylinders,grey,47290
ford,truck,full-size,2018,good,gas,53733,automatic,4wd,8 cylinders,white,47475
jeep,SUV,full-size,2020,new,gas,1800,automatic,4wd,6 cylinders,blue,47500
gmc,truck,full-size,2019,like new,diesel,9610,automatic,4wd,8 cylinders,white,47500
ford,SUV,full-size,2019,like new,gas,18500,automatic,rwd,6 cylinders,black,47500
ford,SUV,full-size,2019,like new,gas,18500,automatic,rwd,6 cylinders,black,47500
rover,SUV,full-size,2018,excellent,gas,21000,automatic,4wd,6 cylinders,black,47500
chevrolet,coupe,full-size,2016,excellent,gas,23531,manual,rwd,8 cylinders,white,47500
rover,SUV,mid-size,2017,like new,gas,33700,automatic,4wd,6 cylinders,black,47500
dodge,coupe,full-size,2016,like new,gas,36000,manual,rwd,8 cylinders,orange,47500
toyota,offroad,mid-size,2018,good,gas,45000,automatic,4wd,6 cylinders,blue,47500
ford,truck,full-size,2017,good,diesel,170000,automatic,4wd,8 cylinders,white,47500
ram,truck,full-size,2019,like new,gas,16101,automatic,4wd,8 cylinders,black,47795
hyundai,SUV,full-size,2020,like new,gas,8000,automatic,4wd,6 cylinders,black,47900
ford,pickup,full-size,2018,like new,gas,21200,automatic,4wd,6 cylinders,black,47900
bmw,sedan,full-size,2018,like new,gas,22122,automatic,rwd,6 cylinders,white,47900
gmc,truck,full-size,2015,excellent,diesel,74566,automatic,4wd,8 cylinders,blue,47900
gmc,truck,full-size,2015,excellent,diesel,74566,automatic,4wd,8 cylinders,blue,47900
ram,truck,full-size,2018,excellent,diesel,19693,automatic,4wd,6 cylinders,blue,47988
audi,SUV,full-size,2019,like new,gas,31704,automatic,4wd,6 cylinders,white,47990
cadillac,sedan,mid-size,2014,like new,gas,12475,manual,rwd,8 cylinders,black,47994
toyota,truck,mid-size,2020,like new,gas,4294,automatic,4wd,6 cylinders,brown,47999
lincoln,SUV,mid-size,2020,new,gas,4500,automatic,4wd,6 cylinders,white,48000
ford,truck,full-size,2018,like new,diesel,17543,automatic,4wd,8 cylinders,white,48000
ford,truck,full-size,2018,like new,gas,21000,automatic,4wd,6 cylinders,white,48000
gmc,pickup,full-size,2018,new,gas,32000,automatic,4wd,8 cylinders,silver,48000
ford,pickup,full-size,2017,like new,gas,35000,automatic,4wd,8 cylinders,white,48000
ram,truck,full-size,2016,excellent,diesel,41000,automatic,4wd,6 cylinders,grey,48000
ford,truck,full-size,2017,excellent,diesel,140100,automatic,4wd,8 cylinders,white,48489
ram,pickup,full-size,2019,like new,gas,19500,automatic,rwd,8 cylinders,black,48500
chevrolet,pickup,full-size,2016,like new,diesel,36000,automatic,4wd,8 cylinders,blue,48500
ford,offroad,full-size,2016,excellent,diesel,78000,automatic,4wd,8 cylinders,white,48500
gmc,SUV,full-size,2019,like new,gas,46891,automatic,rwd,8 cylinders,white,48700
gmc,truck,full-size,2017,excellent,diesel,82264,automatic,4wd,8 cylinders,red,48722
ford,offroad,full-size,2016,like new,diesel,57998,automatic,4wd,8 cylinders,silver,48995
gmc,pickup,full-size,2015,like new,diesel,95400,automatic,4wd,8 cylinders,black,48995
gmc,truck,full-size,2019,excellent,gas,22613,automatic,4wd,8 cylinders,white,48999
ford,coupe,full-size,2009,like new,gas,8400,manual,rwd,8 cylinders,black,49000
dodge,sedan,mid-size,2016,like new,gas,20442,automatic,rwd,8 cylinders,orange,49000
gmc,SUV,full-size,2007,excellent,diesel,166000,automatic,4wd,8 cylinders,grey,49000
chevrolet,pickup,full-size,2019,excellent,diesel,17814,automatic,4wd,8 cylinders,white,49400
ram,truck,full-size,2018,like new,gas,12600,automatic,4wd,8 cylinders,red,49500
ford,truck,full-size,2020,excellent,gas,14576,automatic,4wd,8 cylinders,white,49500
gmc,pickup,full-size,2018,new,gas,17000,automatic,4wd,8 cylinders,white,49500
gmc,SUV,full-size,2017,excellent,gas,43000,automatic,4wd,8 cylinders,black,49500
lincoln,SUV,full-size,2018,like new,gas,49000,automatic,4wd,6 cylinders,red,49500
chevrolet,SUV,full-size,2018,like new,gas,53000,automatic,rwd,8 cylinders,black,49500
